ARO Accession,AMR Gene Family,Drug Class,Resistance Mechanism
ARO:3005285,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006581,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006582,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006583,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006584,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006585,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3005300,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006586,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006587,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006588,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006589,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3005289,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006590,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006591,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006592,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006593,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006594,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006595,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006596,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006597,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006598,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006599,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006600,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006601,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006602,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006603,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006604,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3005274,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006605,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006606,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006607,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006608,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3005155,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006609,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3005304,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006610,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006611,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006612,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006613,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006614,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006615,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006616,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006617,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006618,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3005143,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006619,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006620,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006621,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006622,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006623,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006624,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006625,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006626,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006627,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006628,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006629,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006630,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006631,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006632,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006633,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3005297,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006634,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3005311,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3005281,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006635,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006636,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006637,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006638,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006639,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006640,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3005284,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006641,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006642,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006643,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006644,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006645,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006646,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3005296,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006647,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006648,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006649,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006650,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006651,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006652,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006653,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3005156,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006654,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006655,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006656,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006657,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3005276,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3005287,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006658,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006659,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006660,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006661,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006662,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006663,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3005307,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3005298,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006664,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006665,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006666,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006667,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006668,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006669,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3002500,PDC beta-lactamase,carbapenem;cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation
ARO:3006670,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006671,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006672,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006673,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006674,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006675,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006676,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3005301,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006677,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006678,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006679,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006680,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006681,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006682,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006683,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3005310,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006684,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006685,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006686,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006687,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006688,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006689,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006690,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006691,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006692,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006693,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3005280,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3005279,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006694,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006695,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006696,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006697,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006698,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006699,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006700,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006701,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006702,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006703,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006704,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006705,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006706,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3005288,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006707,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006708,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006709,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006710,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006711,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006712,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006713,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006714,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006715,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3005286,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006716,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006717,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006718,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006719,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006720,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006721,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3005290,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006722,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006723,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006724,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006725,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006726,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006727,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006728,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006729,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006730,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006731,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006732,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006733,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006734,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006735,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006736,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006737,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006738,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006739,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006740,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006741,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006742,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006743,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006744,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006745,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006746,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3005302,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006747,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006748,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006749,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006750,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3005293,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006751,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006752,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006753,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3005283,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006754,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006755,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006756,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006757,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006758,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006759,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006760,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006761,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006762,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3005308,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006763,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006764,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006765,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006766,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006767,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006768,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3002501,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006769,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006770,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006771,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006772,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006773,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006774,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006775,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006776,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006777,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006778,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006779,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3005157,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006780,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006781,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006782,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3005282,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006783,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006784,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006785,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006786,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006787,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006788,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006789,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006790,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006791,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006792,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006793,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006794,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006795,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006796,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006797,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006798,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3005312,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3005134,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006799,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006800,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006801,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006802,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006803,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006804,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006805,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006806,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3005275,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006807,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3005142,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006808,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006809,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006810,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006811,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006812,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006813,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006814,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006815,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006816,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3005313,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3005145,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006817,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006818,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006819,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006820,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006821,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006822,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006823,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006824,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006825,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006826,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006827,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006828,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3005294,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006829,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006830,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3005291,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006831,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006832,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006833,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006834,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006835,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3005128,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
